Id;LotArea;YearBuilt;BedroomAbvGr;GarageCars;GarageArea;SalePrice
1621;10475;1991;3;2;576;
1622;10544;1969;5;1;275;
1623;9892;1994;3;2;482;
1624;12961;1993;3;2;616;
1625;13008;1956;2;1;502;
1626;10200;1974;4;2;528;
1627;10179;1997;3;2;470;
1628;11792;2003;4;3;632;
1629;8400;1996;3;2;390;
1630;7296;2004;1;2;564;
1631;7380;1998;2;2;495;
1632;8013;1995;2;2;528;
1633;8923;1998;3;2;396;
1634;7500;1998;3;2;440;
1635;8803;1994;3;2;409;
1636;7250;1993;3;2;430;
1637;11900;1977;3;2;567;
1638;13250;1978;4;2;529;
1639;10928;1978;3;2;484;
1640;12388;1980;4;2;441;
1641;11088;1978;3;2;479;
1642;7000;2003;3;2;581;
1643;7500;2000;3;2;588;
1644;8470;2002;3;2;565;
1645;9373;1975;3;2;478;
1646;10140;1974;3;2;528;
1647;11050;1975;3;2;506;
1648;7830;1970;2;2;477;
1649;8510;1971;3;1;336;
1650;7038;1970;3;2;576;
1651;9000;1971;3;2;576;
1652;1680;1973;2;1;264;
1653;1680;1972;2;1;288;
1654;2308;1976;3;2;440;
1655;2280;1975;2;2;440;
1656;2349;1977;3;2;440;
1657;2364;1978;3;2;440;
1658;2364;1978;3;2;440;
1659;2104;1976;2;1;345;
1660;10710;1966;3;2;656;
1661;14257;2007;4;3;754;
1662;12350;2009;3;3;864;
1663;12350;2008;3;3;896;
1664;13693;2007;2;3;762;
1665;11578;2008;3;3;834;
1666;16870;2004;3;3;932;
1667;23303;2007;5;3;640;
1668;10367;2008;3;3;927;
1669;10872;2006;2;3;700;
1670;13514;2008;3;3;850;
1671;12878;2003;3;2;583;
1672;15274;2003;3;3;886;
1673;13262;2003;4;3;730;
1674;9658;2006;3;3;871;
1675;6904;2005;2;2;484;
1676;5122;2005;1;2;624;
1677;10307;2007;2;2;484;
1678;14836;2004;2;3;949;
1679;15262;2003;3;3;685;
1680;7390;2008;2;2;649;
1681;6472;2008;2;2;539;
1682;16770;2002;3;3;701;
1683;3480;2003;2;2;478;
1684;10928;2005;3;2;390;
1685;8918;2005;3;2;392;
1686;3182;2005;2;2;397;
1687;9434;2004;3;2;400;
1688;7984;2004;3;2;436;
1689;10125;2004;3;2;434;
1690;8965;2003;3;2;400;
1691;8174;2003;3;2;393;
1692;12891;2002;4;3;644;
1693;9734;2004;3;2;400;
1694;8433;2000;3;2;394;
1695;7750;1999;3;2;400;
1696;15896;1999;4;3;658;
1697;7848;1999;3;2;410;
1698;12720;2000;4;3;810;
1699;10750;1994;3;3;815;
1700;9085;1995;3;2;647;
1701;11692;1993;3;2;623;
1702;11194;2008;3;3;972;
1703;10206;2008;3;3;726;
1704;10130;2007;3;3;844;
1705;9139;2006;3;2;492;
1706;11128;2005;2;3;795;
1707;7993;2008;3;2;529;
1708;8640;2008;3;2;625;
1709;12606;2007;3;3;984;
1710;7500;2006;2;2;692;
1711;10603;2006;3;3;782;
1712;8125;2008;3;2;517;
1713;10625;2006;3;3;711;
1714;8736;2003;3;2;588;
1715;8127;2003;3;2;628;
1716;9605;2007;3;2;576;
1717;7500;2006;3;2;484;
1718;7500;2004;3;0;0;
1719;10628;2004;3;2;478;
1720;10141;2004;3;3;845;
1721;13072;2004;3;2;576;
1722;13072;2004;3;0;0;
1723;12450;2003;3;2;576;
1724;7328;2008;2;3;788;
1725;11492;1996;4;2;559;
1726;7703;1992;3;2;528;
1727;7175;1990;2;2;542;
1728;9109;1994;3;2;495;
1729;10274;1986;3;2;465;
1730;8250;1981;4;2;612;
1731;9750;1962;3;2;400;
1732;8499;1961;3;2;732;
1733;9079;1961;2;1;440;
1734;9316;1965;3;1;288;
1735;7791;1963;3;1;300;
1736;7150;1962;3;1;252;
1737;15676;1980;2;3;864;
1738;11949;1991;3;2;524;
1739;2880;2004;3;3;704;
1740;3830;2008;2;2;561;
1741;4217;2008;1;2;641;
1742;2998;2000;2;2;440;
1743;3768;1999;3;2;506;
1744;14694;1977;2;2;642;
1745;15417;1981;2;2;540;
1746;9600;1976;4;2;527;
1747;12732;1974;3;2;784;
1748;10400;1967;5;2;515;
1749;9600;1969;3;2;502;
1750;9000;1969;3;1;336;
1751;13774;1977;4;2;520;
1752;7130;1967;2;1;312;
1753;9600;1967;3;2;440;
1754;9600;1974;4;2;498;
1755;16500;1971;3;2;495;
1756;7436;1960;2;2;396;
1757;8125;1959;3;1;308;
1758;9450;1957;3;3;768;
1759;13495;1956;3;2;576;
1760;9350;1961;3;2;610;
1761;10500;1964;3;2;520;
1762;8970;1965;4;2;549;
1763;11475;1961;4;2;368;
1764;9768;1955;2;1;330;
1765;9900;1967;2;2;550;
1766;10573;1961;3;2;530;
1767;14695;1966;2;2;542;
1768;8760;1956;3;1;286;
1769;12285;1960;3;2;441;
1770;9240;1959;3;1;297;
1771;8750;1956;3;1;304;
1772;8750;1955;3;1;350;
1773;10400;1956;3;1;294;
1774;9482;1958;4;2;495;
1775;8128;1954;3;1;297;
1776;13070;1951;2;2;480;
1777;8480;1945;2;1;240;
1778;7626;1952;2;1;230;
1779;9533;1953;2;1;616;
1780;11419;1948;3;2;410;
1781;9600;1950;3;1;246;
1782;5470;1958;2;1;366;
1783;10800;1939;4;2;720;
1784;8146;1900;2;1;281;
1785;10230;1925;3;1;264;
1786;10410;1915;3;2;528;
1787;7200;1910;4;2;624;
1788;5400;1940;2;0;0;
1789;10800;1920;2;2;576;
1790;10800;1890;1;1;320;
1791;9671;1969;6;3;907;
1792;10143;1963;3;1;364;
1793;11500;1967;3;2;480;
1794;8010;1958;2;2;480;
1795;10454;1957;3;1;308;
1796;9000;1958;2;1;384;
1797;8064;1950;3;2;900;
1798;7350;1958;3;1;294;
1799;7200;1952;2;1;240;
1800;8000;1959;3;1;288;
1801;10800;1949;4;1;384;
1802;8064;1948;3;2;576;
1803;7570;1964;4;2;483;
1804;8604;1978;2;2;564;
1805;7936;1963;3;1;264;
1806;4080;1935;3;1;162;
1807;10307;1910;4;2;324;
1808;15660;1910;3;2;472;
1809;9900;1910;3;0;0;
1810;6406;1939;3;2;400;
1811;7627;1920;4;0;0;
1812;10134;1910;3;0;0;
1813;6000;1950;3;1;308;
1814;7404;1920;2;2;288;
1815;5925;1940;1;1;308;
1816;8520;1923;2;1;287;
1817;9600;1910;3;2;720;
1818;8400;1900;3;1;357;
1819;3600;1917;3;1;280;
1820;3300;1910;2;0;0;
1821;5400;1920;3;1;207;
1822;9720;1910;4;3;640;
1823;9392;1900;2;0;0;
1824;6615;1923;3;1;216;
1825;4960;1930;3;1;336;
1826;6000;1924;3;1;320;
1827;6120;1925;2;1;264;
1828;6120;1938;3;1;250;
1829;8635;1925;2;5;1184;
1830;8094;1915;3;2;576;
1831;9928;1915;3;1;216;
1832;3000;1922;4;0;0;
1833;6876;1927;4;1;316;
1834;5775;1915;3;1;379;
1835;5852;1902;6;0;0;
1836;5160;1927;3;1;384;
1837;5160;1923;1;0;0;
1838;10320;1915;3;1;308;
1839;4280;1946;2;1;220;
1840;10800;1987;3;0;0;
1841;10547;1978;2;1;252;
1842;9780;1934;4;1;226;
1843;11625;1967;3;1;668;
1844;8014;1978;3;2;504;
1845;15400;1961;4;1;384;
1846;15312;1960;3;2;480;
1847;15584;1956;4;1;336;
1848;9000;1947;2;0;0;
1849;15635;1954;2;2;498;
1850;9571;1956;2;1;340;
1851;9350;1946;3;1;240;
1852;7440;1954;3;1;252;
1853;4235;1984;2;1;266;
1854;10778;1990;1;2;462;
1855;19255;1983;2;2;576;
1856;10560;1993;3;2;473;
1857;26400;1880;4;2;576;
1858;7018;1979;6;2;720;
1859;7018;1979;4;2;400;
1860;7040;1979;2;2;672;
1861;7007;1979;4;2;400;
1862;11855;2000;6;4;820;
1863;7939;2000;6;4;820;
1864;7976;2000;6;4;820;
1865;10933;2009;1;3;1138;
1866;10816;2008;3;3;846;
1867;9178;2008;3;3;904;
1868;11422;2007;3;2;524;
1869;6762;2007;2;2;662;
1870;10324;2008;2;3;810;
1871;11645;2005;3;3;844;
1872;11646;2005;3;2;440;
1873;16698;1992;3;2;525;
1874;9757;1994;3;1;440;
1875;14753;1998;3;2;539;
1876;8750;1998;3;2;492;
1877;10739;2002;3;2;577;
1878;11166;2001;3;2;608;
1879;16269;1978;3;1;343;
1880;6950;1979;2;2;444;
1881;11664;2002;3;3;1231;
1882;12334;2003;4;2;570;
1883;8749;2002;3;2;550;
1884;11250;2001;3;2;608;
1885;15750;1999;2;2;521;
1886;12782;2002;3;2;523;
1887;8750;1997;3;2;511;
1888;10200;2007;3;3;810;
1889;11069;2007;3;2;440;
1890;10682;1960;3;1;544;
1891;3675;2005;2;2;525;
1892;6410;1959;3;1;320;
1893;11767;1950;3;1;195;
1894;10926;1959;6;0;0;
1895;11767;1956;2;1;313;
1896;8212;1941;3;1;256;
1897;6300;1938;3;1;250;
1898;5707;1935;3;1;180;
1899;8574;1916;3;2;440;
1900;7155;1918;3;1;215;
1901;13680;1940;2;2;440;
1902;14680;1960;2;1;307;
1903;8145;1940;5;2;400;
1904;9100;1954;2;1;390;
1905;13339;1960;3;2;463;
1906;15600;1949;3;1;295;
1907;17500;1954;3;2;576;
1908;1733;1980;2;2;452;
1909;1488;1980;2;2;462;
1910;1612;1980;2;2;462;
1911;13607;1986;3;2;501;
1912;17597;1971;3;2;551;
1913;8660;1900;5;2;576;
1914;10200;1925;2;1;200;
1915;3843;2007;2;2;482;
1916;21780;1910;1;1;280;
1917;10125;2000;3;3;642;
1918;9750;1977;2;1;351;
1919;9360;1977;2;2;541;
1920;11070;1991;2;2;672;
1921;13438;2008;3;3;780;
1922;14463;2008;3;3;885;
1923;9839;1980;3;2;440;
1924;14419;1987;3;2;578;
1925;9157;2003;3;2;486;
1926;12633;2007;2;3;920;
1927;12518;1968;3;1;384;
1928;13383;1969;3;2;504;
1929;7689;1972;2;1;336;
1930;7706;1993;2;1;429;
1931;7669;1992;2;2;698;
1932;10429;1992;3;2;440;
1933;10457;1969;4;2;898;
1934;8702;1997;3;2;470;
1935;8139;1995;3;2;420;
1936;9535;1998;3;2;472;
1937;15038;1996;3;2;386;
1938;14137;1996;3;2;404;
1939;6264;1997;1;2;528;
1940;5070;1992;2;2;506;
1941;11184;1998;3;2;460;
1942;14067;1991;3;2;416;
1943;5950;1989;2;2;462;
1944;13543;2005;5;3;683;
1945;15401;2004;2;3;670;
1946;31220;1952;3;2;495;
1947;8118;2007;2;2;557;
1948;47280;1950;3;2;738;
1949;12680;1988;2;2;528;
1950;10825;1983;3;2;598;
1951;18559;1978;3;2;550;
1952;14450;1979;3;2;551;
1953;13068;1976;3;2;461;
1954;10400;1980;3;2;489;
1955;9743;1969;3;2;484;
1956;12511;1978;4;4;1314;
1957;10400;1976;2;2;473;
1958;14311;1996;4;3;787;
1959;9000;1974;4;2;480;
1960;10295;1969;2;1;288;
1961;7560;1971;3;2;576;
1962;1680;1973;2;1;264;
1963;1890;1972;2;1;352;
1964;1680;1972;3;1;264;
1965;2308;1975;4;2;460;
1966;2529;1977;2;2;440;
1967;12704;2007;3;3;905;
1968;13693;2007;4;3;650;
1969;14418;2007;2;3;706;
1970;13418;2006;4;3;850;
1971;12539;2005;4;4;1150;
1972;12151;2005;3;3;1003;
1973;8899;2007;4;3;656;
1974;10574;2004;4;3;756;
1975;12720;2003;1;3;789;
1976;10845;2003;2;3;732;
1977;16900;2001;4;3;746;
1978;16451;2003;4;3;795;
1979;10110;2008;2;3;870;
1980;12304;2005;2;2;484;
1981;8232;2007;2;3;944;
1982;6240;2006;2;2;550;
1983;6240;2006;2;2;550;
1984;2448;2003;2;2;474;
1985;3940;2003;2;3;644;
1986;3940;2004;2;3;668;
1987;3710;2007;2;2;428;
1988;9024;2004;3;2;393;
1989;8010;2002;3;2;400;
1990;8396;2003;4;2;434;
1991;7301;2007;2;2;484;
1992;8220;2000;3;2;431;
1993;7750;2002;3;2;403;
1994;12460;1999;4;2;400;
1995;8390;1999;3;2;450;
1996;9660;1997;3;2;516;
1997;11000;2000;4;3;687;
1998;11675;1998;2;3;938;
1999;10990;1996;4;2;576;
2000;11929;1995;4;3;751;
2001;10010;1993;4;3;783;
2002;13253;2006;3;3;642;
2003;9801;2007;3;3;851;
2004;9428;2007;3;3;880;
2005;10037;2006;3;2;480;
2006;8640;2007;3;2;588;
2007;10625;2007;3;3;660;
2008;7500;2007;2;2;462;
2009;10110;2003;3;2;542;
2010;12774;2003;3;2;478;
2011;13072;2005;3;0;0;
2012;9260;2007;3;2;483;
2013;8453;1995;3;2;525;
2014;8480;1993;3;2;474;
2015;14565;1994;3;2;483;
2016;8450;2001;3;2;627;
2017;8285;1992;3;2;506;
2018;9100;1963;3;1;384;
2019;8100;1961;3;1;420;
2020;8450;1968;3;1;308;
2021;6360;1963;3;1;276;
2022;19508;1974;3;2;484;
2023;10759;1972;4;2;490;
2024;9205;1990;4;2;473;
2025;11025;1993;4;2;636;
2026;3435;2004;1;2;495;
2027;3180;2005;2;2;480;
2028;3180;2007;2;2;540;
2029;2280;1999;3;2;440;
2030;4765;2000;2;2;495;
2031;4538;2001;1;2;545;
2032;4385;2001;2;2;588;
2033;4109;1999;2;2;484;
2034;2160;1999;3;2;462;
2035;10646;2001;3;2;546;
2036;2645;1999;3;2;480;
2037;2645;1999;3;2;480;
2038;3951;1998;2;2;846;
2039;11064;1995;1;2;477;
2040;24572;1977;3;3;864;
2041;16280;1976;3;2;550;
2042;7500;2002;3;2;469;
2043;11104;1969;4;2;516;
2044;11050;1968;4;2;512;
2045;15387;1967;4;2;578;
2046;9750;1965;4;2;484;
2047;8814;1968;4;2;470;
2048;8125;1965;3;2;576;
2049;11072;1965;6;2;576;
2050;13355;1971;4;2;464;
2051;7785;1956;2;1;267;
2052;9900;1961;3;2;451;
2053;11332;1960;3;1;264;
2054;4882;1937;2;1;231;
2055;9600;1960;3;2;450;
2056;9600;1950;3;1;264;
2057;7584;1953;3;1;312;
2058;14670;1966;4;2;480;
2059;8856;1957;3;1;292;
2060;9840;1959;2;1;480;
2061;13200;1958;3;2;441;
2062;10425;1956;3;1;384;
2063;11556;1952;2;1;240;
2064;9373;1953;3;2;636;
2065;12774;1953;2;2;400;
2066;14250;1957;3;2;540;
2067;8838;1957;4;1;301;
2068;12436;1957;5;2;484;
2069;10122;1948;1;1;390;
2070;7506;1925;3;1;288;
2071;5400;1940;2;1;308;
2072;10836;1922;3;4;1488;
2073;10180;1968;3;2;372;
2074;11355;1958;3;2;495;
2075;12929;1960;3;1;401;
2076;7200;1951;2;2;576;
2077;8000;1959;3;1;311;
2078;8000;1962;3;1;299;
2079;8064;1948;3;2;576;
2080;6390;1954;2;1;280;
2081;7200;1954;4;1;240;
2082;8513;1961;6;0;0;
2083;7200;1955;3;2;480;
2084;7200;1954;2;1;350;
2085;7590;1963;3;1;264;
2086;9836;2008;3;1;308;
2087;9184;1948;3;2;400;
2088;4800;1910;2;1;330;
2089;4800;1940;2;1;256;
2090;6000;1915;4;1;308;
2091;11426;1910;3;0;0;
2092;7628;1940;2;2;440;
2093;7308;1920;2;1;225;
2094;5400;1920;2;0;0;
2095;10800;1940;3;2;828;
2096;6756;1910;2;1;200;
2097;5914;1890;3;0;0;
2098;9000;1946;3;3;869;
2099;7311;1946;1;1;297;
2100;12205;1949;5;0;0;
2101;9142;1900;4;2;420;
2102;5350;1920;3;1;288;
2103;9143;1900;2;1;308;
2104;9600;1920;4;2;393;
2105;6000;1905;3;0;0;
2106;11340;1920;2;2;400;
2107;10800;1890;5;2;342;
2108;9750;1959;2;1;308;
2109;8516;1958;2;1;308;
2110;7111;1928;2;1;288;
2111;7425;1945;3;1;252;
2112;7010;1935;3;1;240;
2113;5000;1941;3;1;240;
2114;5870;1900;3;1;200;
2115;6000;1940;3;1;240;
2116;6000;1924;2;2;370;
2117;6000;1937;3;1;672;
2118;6000;1939;2;1;240;
2119;5000;1926;3;1;160;
2120;5520;1920;3;1;355;
2121;5940;1946;2;1;280;
2122;6240;1929;2;1;336;
2123;6120;1945;1;1;164;
2124;6240;1939;4;2;400;
2125;6120;1923;4;2;576;
2126;9144;1915;4;2;672;
2127;8094;1910;5;1;360;
2128;4347;1910;3;1;228;
2129;6291;1930;1;2;440;
2130;10266;1952;4;1;308;
2131;6876;1938;4;2;400;
2132;10320;1915;2;2;400;
2133;7200;1925;2;2;320;
2134;7006;1925;3;1;384;
2135;10320;1912;1;2;576;
2136;10320;1915;3;0;0;
2137;9488;1947;3;1;240;
2138;11235;1963;3;2;440;
2139;13014;1978;3;2;484;
2140;10265;1967;3;1;294;
2141;7703;1978;3;2;504;
2142;9981;1967;3;1;270;
2143;7400;1984;2;2;506;
2144;12900;1920;3;2;400;
2145;9239;1963;3;1;300;
2146;14175;1956;1;2;621;
2147;10532;1960;3;2;626;
2148;8375;1941;2;3;627;
2149;10200;1970;3;3;912;
2150;20270;1979;3;2;478;
2151;5190;1948;2;1;249;
2152;19550;1940;2;0;0;
2153;9571;1956;3;1;322;
2154;9350;1975;2;0;0;
2155;9360;1962;3;1;280;
2156;9771;1995;4;2;614;
2157;9938;1994;3;2;534;
2158;14171;1993;4;2;453;
2159;10541;1996;3;2;472;
2160;10616;2007;3;2;484;
2161;9345;2007;3;3;864;
2162;11778;2008;3;3;1348;
2163;11778;2008;3;3;874;
2164;11454;1995;3;3;811;
2165;11500;1966;2;2;438;
2166;9750;1994;3;2;528;
2167;8696;1997;3;2;558;
2168;13142;1997;3;2;600;
2169;8998;2000;3;2;532;
2170;12192;2000;3;2;626;
2171;12250;1978;3;2;528;
2172;9216;1975;3;2;576;
2173;14330;1975;2;2;440;
2174;10400;2001;3;2;570;
2175;9720;2001;3;3;725;
2176;14860;2002;3;3;715;
2177;10905;2003;4;2;596;
2178;11690;1999;3;2;560;
2179;4426;2004;1;2;420;
2180;10126;1997;2;3;721;
2181;9750;2004;3;2;470;
2182;11058;2007;3;3;814;
2183;9627;2007;3;2;610;
2184;9825;1966;3;1;264;
2185;12102;1976;3;2;504;
2186;6500;1976;3;2;480;
2187;9638;1977;3;2;542;
2188;7200;1976;3;2;440;
2189;47007;1959;5;2;624;
2190;6012;1955;2;0;0;
2191;6845;1955;2;0;0;
2192;6931;1955;2;0;0;
2193;12180;1938;2;0;0;
2194;8050;1947;4;0;0;
2195;9520;1953;2;1;286;
2196;7692;1954;3;1;312;
2197;5142;1923;3;1;205;
2198;7290;1921;2;1;312;
2199;7804;1930;4;2;480;
2200;8969;1926;2;1;369;
2201;15564;1914;3;2;400;
2202;7609;1925;3;1;180;
2203;9650;1923;4;2;599;
2204;11700;1937;4;1;240;
2205;9260;1938;3;1;225;
2206;7801;1951;2;1;344;
2207;9670;1935;4;2;786;
2208;12392;1950;3;2;506;
2209;26073;1956;3;2;484;
2210;1879;1980;2;2;462;
2211;7000;1926;2;1;195;
2212;6000;1940;3;1;240;
2213;8155;1930;4;0;0;
2214;6000;1967;3;1;288;
2215;7392;1930;2;1;360;
2216;9000;1958;4;1;356;
2217;14584;1952;2;2;487;
2218;5280;1895;2;1;185;
2219;5150;1910;2;1;195;
2220;9000;1920;3;1;216;
2221;3843;2007;2;2;525;
2222;3811;2004;2;2;482;
2223;23730;1996;3;3;786;
2224;11050;1996;3;3;816;
2225;10260;1976;4;2;484;
2226;9990;1991;3;2;432;
2227;4084;1986;2;2;512;
2228;11563;2006;3;3;788;
2229;12852;2007;3;2;612;
2230;9802;2006;3;2;400;
2231;12018;2008;3;3;666;
2232;12890;1989;3;2;438;
2233;18265;1986;3;2;578;
2234;11202;2003;3;2;467;
2235;7915;1999;3;2;435;
2236;11449;2007;3;2;520;
2237;11447;2005;3;3;892;
2238;8940;1997;2;4;784;
2239;9278;2007;2;0;0;
2240;4500;1997;2;2;392;
2241;14137;1964;3;3;850;
2242;4224;1975;3;2;499;
2243;2665;1976;4;1;336;
2244;1974;1973;2;1;297;
2245;1596;1973;1;1;297;
2246;17979;1968;3;1;257;
2247;1477;1970;3;0;0;
2248;6490;1983;2;1;264;
2249;6600;1982;3;1;264;
2250;12395;1984;3;2;484;
2251;56600;1900;4;1;288;
2252;10667;1971;3;2;525;
2253;8872;1997;3;2;390;
2254;10147;1994;3;2;398;
2255;8637;1999;3;2;451;
2256;7875;1996;3;2;420;
2257;7500;1999;5;2;482;
2258;9556;1992;3;2;420;
2259;7655;1993;3;2;392;
2260;18160;1964;3;2;480;
2261;4740;1988;2;2;480;
2262;5118;1990;1;2;484;
2263;12328;2005;4;3;729;
2264;51974;2006;4;3;1110;
2265;41600;1969;3;3;828;
2266;8035;2006;2;2;556;
2267;14082;2006;1;2;724;
2268;13870;2006;3;3;724;
2269;10960;1984;3;2;480;
2270;12090;1981;3;2;484;
2271;12299;1978;3;2;663;
2272;11339;1979;4;2;481;
2273;11850;1984;3;2;495;
2274;10400;1979;2;2;478;
2275;13001;1971;2;2;944;
2276;8991;1976;3;2;585;
2277;8000;1974;4;2;488;
2278;9457;1970;3;2;576;
2279;7920;1970;3;1;368;
2280;17199;1961;2;1;270;
2281;4113;2001;2;2;511;
2282;10943;1997;2;2;522;
2283;2205;1973;3;1;264;
2284;2058;1973;4;1;264;
2285;2304;1978;2;1;319;
2286;7150;1966;3;1;360;
2287;12469;2006;3;3;730;
2288;11825;2006;3;3;856;
2289;14333;2007;2;3;938;
2290;13641;2007;3;3;1040;
2291;13440;2006;4;3;670;
2292;15431;2005;2;3;878;
2293;13891;2007;3;3;932;
2294;13654;2005;4;3;814;
2295;17169;2007;2;3;1174;
2296;16659;2007;3;2;728;
2297;9709;2007;3;3;786;
2298;13615;2006;3;3;843;
2299;13069;2004;5;3;916;
2300;14277;2003;3;3;818;
2301;12568;2007;3;3;774;
2302;9926;2005;3;3;878;
2303;9254;2005;3;2;554;
2304;10732;2006;3;3;876;
2305;3901;2005;1;2;631;
2306;3903;2005;1;2;631;
2307;6289;2005;2;2;460;
2308;4590;2006;2;2;627;
2309;7841;2005;2;2;564;
2310;6240;2006;2;2;550;
2311;3242;2003;2;2;478;
2312;15810;2007;3;2;572;
2313;10237;2005;3;2;400;
2314;13204;2006;3;2;454;
2315;8857;2006;3;2;440;
2316;9729;2006;3;3;350;
2317;12216;2005;3;2;388;
2318;8229;2007;3;2;440;
2319;7713;2007;3;2;400;
2320;7697;2007;3;2;462;
2321;3621;2003;2;3;630;
2322;3710;2007;2;2;388;
2323;16219;2004;2;2;437;
2324;11084;2004;3;2;400;
2325;10936;2006;3;2;534;
2326;11950;2003;3;2;400;
2327;7875;2003;4;2;434;
2328;8740;2002;4;2;435;
2329;9487;2000;3;2;442;
2330;9649;1999;3;2;460;
2331;12191;1997;4;3;925;
2332;10557;1998;4;3;806;
2333;11002;1998;4;3;758;
2334;10790;1998;4;3;600;
2335;11762;1992;4;2;517;
2336;9044;1996;4;3;933;
2337;9910;2007;3;2;605;
2338;11830;2007;3;3;852;
2339;10612;2006;3;2;484;
2340;12291;2007;1;3;1092;
2341;9965;2007;3;2;480;
2342;8847;2005;3;2;484;
2343;8251;2005;3;2;672;
2344;9605;2006;3;3;574;
2345;8778;2006;3;3;859;
2346;8640;2007;3;2;598;
2347;9000;2006;3;2;575;
2348;8640;2007;3;2;590;
2349;10411;2007;3;2;561;
2350;12217;2007;3;3;880;
2351;10440;2007;2;2;594;
2352;11824;2006;2;3;658;
2353;10625;2004;4;3;744;
2354;7500;2006;3;0;0;
2355;7500;2006;3;0;0;
2356;12450;2003;3;2;576;
2357;7441;2006;3;2;566;
2358;11613;1993;3;2;492;
2359;8012;1980;2;1;283;
2360;6285;1977;2;1;308;
2361;7476;1968;3;2;686;
2362;19522;1990;3;2;564;
2363;10751;1974;2;2;431;
2364;12712;1973;2;2;542;
2365;4379;2004;2;2;540;
2366;3523;2006;2;2;484;
2367;3784;2006;2;2;476;
2368;3606;2006;2;2;466;
2369;5330;2006;2;2;528;
2370;2280;1999;3;2;440;
2371;2117;2000;3;2;440;
2372;7321;1999;3;2;625;
2373;8010;2003;3;2;552;
2374;8413;1998;3;2;1105;
2375;9466;1994;1;2;478;
2376;12000;1980;3;2;546;
2377;17778;1981;2;2;676;
2378;11700;1968;3;2;412;
2379;8000;1970;4;2;570;
2380;8723;1969;3;2;480;
2381;11700;1968;3;2;528;
2382;11358;1972;3;2;515;
2383;9547;1993;2;2;472;
2384;10530;1993;3;2;473;
2385;10738;1966;3;2;484;
2386;10800;1963;3;1;311;
2387;8050;1967;3;1;308;
2388;10899;1964;2;3;530;
2389;7450;1956;2;2;396;
2390;14357;1961;2;2;440;
2391;8243;1961;3;2;784;
2392;8680;1960;3;1;312;
2393;8800;1966;3;2;440;
2394;9200;1965;3;2;440;
2395;8800;1964;5;2;539;
2396;11382;1964;3;1;286;
2397;22002;1959;3;2;510;
2398;12172;1940;2;2;512;
2399;5000;1946;2;0;0;
2400;3500;1945;2;0;0;
2401;5175;1958;2;1;308;
2402;9600;1955;2;1;288;
2403;8668;1968;4;3;792;
2404;10050;1966;3;2;432;
2405;9600;1961;3;2;525;
2406;8760;1957;2;1;315;
2407;6860;1956;3;1;308;
2408;8250;1963;3;2;692;
2409;9100;1960;3;1;336;
2410;9736;1957;4;2;464;
2411;9770;1957;2;1;308;
2412;12198;1955;3;1;310;
2413;10050;1955;3;1;336;
2414;11556;1953;3;1;336;
2415;8078;1958;4;2;484;
2416;10950;1952;2;2;410;
2417;7942;1953;3;1;293;
2418;8540;1956;3;1;252;
2419;7150;1955;4;1;352;
2420;8400;1955;3;1;390;
2421;9532;1953;3;1;280;
2422;15783;1952;2;1;420;
2423;14190;1890;3;0;0;
2424;12099;1953;3;1;371;
2425;21281;1935;4;3;1200;
2426;10284;1925;1;2;580;
2427;10800;1895;3;0;0;
2428;10090;1963;4;1;276;
2429;8700;1961;3;1;240;
2430;8300;1968;3;1;288;
2431;7200;1950;3;1;357;
2432;7500;1959;3;1;286;
2433;7315;1958;3;1;338;
2434;7903;1960;3;1;324;
2435;8000;1960;3;1;351;
2436;7000;1961;3;1;300;
2437;6600;1962;2;1;294;
2438;6760;1962;3;1;288;
2439;6978;1926;2;2;576;
2440;6000;1927;3;2;576;
2441;4480;1922;2;1;184;
2442;3153;1920;2;1;180;
2443;7200;1940;2;2;379;
2444;9000;1900;2;2;576;
2445;5925;1900;3;1;252;
2446;9639;1900;4;2;342;
2447;10337;1910;3;2;816;
2448;9863;1927;4;1;374;
2449;4571;1910;3;2;480;
2450;8398;1910;3;2;468;
2451;3600;1930;3;1;336;
2452;13500;1879;3;2;576;
2453;8626;1956;2;1;331;
2454;11800;1949;1;1;384;
2455;6854;1925;1;1;308;
2456;8674;1950;3;1;308;
2457;6125;1939;3;1;224;
2458;6000;1939;3;1;217;
2459;6120;1939;2;1;240;
2460;6240;1938;3;2;528;
2461;6240;1939;4;1;280;
2462;6240;1930;3;1;230;
2463;6120;1926;2;2;379;
2464;7755;1918;4;1;408;
2465;8850;1920;3;2;576;
2466;8550;1926;4;2;576;
2467;5700;1929;3;2;456;
2468;5680;1901;3;1;240;
2469;5680;1901;2;1;216;
2470;13200;1963;5;2;658;
2471;9780;1950;4;1;299;
2472;10320;1915;3;2;720;
2473;4330;1958;3;2;436;
2474;10320;1910;3;1;264;
2475;12888;1937;3;2;498;
2476;4484;1942;2;1;240;
2477;11235;1963;3;1;308;
2478;11235;1964;2;2;572;
2479;14299;1964;3;2;440;
2480;14149;1964;3;2;528;
2481;11677;1966;3;1;264;
2482;8425;1971;2;2;576;
2483;8665;1968;3;1;264;
2484;8398;1967;2;2;528;
2485;8169;1966;3;1;315;
2486;14175;1956;3;1;323;
2487;16779;1920;4;2;638;
2488;6960;1940;2;1;224;
2489;11375;1954;3;2;494;
2490;13770;1958;3;1;303;
2491;9000;1945;3;2;460;
